港澳频道,#genre#
CCTV15,http://171.108.239.36:8181/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.108.239.52:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.108.239.6:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.108.239.36:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.109.119.236:8081/hls/17/index.m3u8
CCTV17,http://171.108.239.52:8181/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.110.10.19:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.108.239.6:8181/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.108.239.36:8181/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
爱上4K,http://171.110.10.19:8181/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://171.110.10.19:8181/tsfile/live/1108_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://171.13.174.77:20443/tsfile/live/0017_9.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://171.108.239.36:8181/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://171.108.239.52:8181/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://171.108.239.6:8181/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://171.110.10.19:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://171.110.10.19:8181/tsfile/live/1106_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://171.13.174.77:20443/tsfile/live/0017_14.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://171.110.10.19:8181/tsfile/live/1105_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://123.10.76.188:808/hls/99/index.m3u8
家庭影院,http://171.108.239.36:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://171.108.239.52:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://171.108.239.6:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://171.110.10.19:8181/tsfile/live/1056_1.m3u8?key=txiptv&playlive=0&authid=0
美国大片,http://61.52.156.33:808/hls/66/index.m3u8
影迷电影,http://171.108.239.36:8181/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://171.108.239.52:8181/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://171.108.239.6:8181/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://171.110.10.19:8181/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
地理世界,http://171.110.10.19:8181/tsfile/live/1104_1.m3u8?key=txiptv&playlive=1&authid=0
